,age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
15274,-0.8485535739615051,4,-1.4775719901657038,0.35704925354602446,4,10,1,4,0,-0.14571521360410045,4.429914619253828,-0.35589868105624195,2,<=50K
11597,0.17764062233984312,2,-0.06210326246959923,1.5220286635293454,2,10,5,1,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,36,>50K
28968,-0.7019544030613125,4,-0.5795084884625084,-2.3612360364150575,0,3,4,4,0,-0.14571521360410045,-0.2179980768942208,1.18494556272099,39,<=50K
8174,1.7902315022419617,5,-0.49243327613174587,1.9103551335237856,2,10,0,4,1,1.9321028750370441,-0.2179980768942208,0.779460235411192,39,>50K
3497,-0.2621568903607347,6,-0.20226175932285867,-0.03127721644841584,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,1.5904308900307877,39,>50K
17596,1.2038348186411914,4,0.3527084906080079,-0.4196036864428561,2,12,0,4,1,0.41633568577273744,-0.2179980768942208,-0.03151041920840369,39,<=50K
2725,-0.7752539885114088,4,1.5727307605930143,1.5220286635293454,4,10,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
8956,1.350433989541384,6,0.02955235500614064,-0.4196036864428561,2,5,0,4,1,-0.14571521360410045,-0.2179980768942208,2.5635956755743026,39,<=50K
21831,-0.335456475810831,4,-0.3164012742529895,1.133702193534905,0,4,1,4,1,-0.14571521360410045,-0.2179980768942208,3.617857526579777,9,>50K
9326,-0.5553552321611199,2,1.005691808309199,-0.03127721644841584,4,1,3,2,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
18513,-0.4087560612609273,4,0.8586056862470424,-1.1962566264317367,4,1,4,2,0,-0.14571521360410045,-0.2179980768942208,-0.19370455013232282,39,<=50K
29655,0.6907377204905172,5,-1.4609703972439705,1.133702193534905,2,4,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,>50K
12520,-1.2150515012119867,4,0.514714189594676,-0.4196036864428561,2,14,2,4,1,-0.14571521360410045,-0.2179980768942208,3.212372199269979,39,<=50K
10104,0.9106364768408062,4,0.6435927260597858,-0.03127721644841584,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
15923,0.2509402077899394,4,0.3664402031277014,-0.03127721644841584,2,13,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,>50K
5086,-0.4087560612609273,4,-0.18046207176564277,-0.4196036864428561,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
27303,-0.5553552321611199,4,-1.2465656236319806,-0.03127721644841584,4,3,1,4,1,-0.14571521360410045,-0.2179980768942208,0.4550719735633537,39,<=50K
18717,-0.9218531594116014,4,-0.2609232550903799,-0.03127721644841584,4,7,1,1,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,30,<=50K
7806,0.031041451439650522,4,-0.9807785873251929,-0.4196036864428561,2,8,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
23428,-0.335456475810831,4,0.13582345611875846,-0.4196036864428561,4,3,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
10105,0.9839360622909025,4,-1.3353133490447266,-0.4196036864428561,2,7,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
9622,-1.068452330311794,7,-0.40493993553048746,1.133702193534905,4,1,1,2,0,-0.14571521360410045,-0.2179980768942208,-1.6534517284475951,39,<=50K
2609,0.47083896414022836,7,-0.8310411519114828,-0.03127721644841584,2,4,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
6338,-0.335456475810831,2,-0.2156798756396803,-0.4196036864428561,4,11,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
27441,0.10434103688974683,4,0.6747242763812501,1.133702193534905,2,1,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,26,<=50K
16083,-0.11555771946054208,6,-0.4408514522169386,2.298681603518226,2,10,0,4,1,-0.14571521360410045,-0.2179980768942208,1.5904308900307877,39,<=50K
30749,0.17764062233984312,6,-0.7411055620939191,0.7453757235404648,2,3,0,4,1,-0.14571521360410045,4.457167838687532,-0.03151041920840369,39,>50K
11071,1.4237335749914803,4,2.2830356630130924,-1.5845830964261771,2,14,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,>50K
18704,-0.8485535739615051,4,1.0704731814903417,1.5220286635293454,2,10,0,4,1,-0.14571521360410045,-0.2179980768942208,1.18494556272099,39,<=50K
10249,-1.4349502575622755,4,0.907564705556012,-0.4196036864428561,4,1,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
15634,-0.8485535739615051,4,-0.545782642280922,-0.03127721644841584,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
17498,1.4970331604415765,4,0.03398071350730132,-0.4196036864428561,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
21931,0.10434103688974683,4,-0.7602064217233889,-0.03127721644841584,0,3,4,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
26119,-1.5082498430123719,0,1.4727886010292657,-1.5845830964261771,4,0,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
3572,-1.4349502575622755,0,-1.4485025724510032,-0.4196036864428561,4,0,3,4,0,0.00019120835519186353,-0.2179980768942208,-2.3022282521432715,39,<=50K
10339,-0.18885730491063837,4,-0.5176255044291214,1.133702193534905,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,0.6172661044872729,39,>50K
30487,1.6436323313417691,4,-0.44508975241332843,-0.4196036864428561,2,14,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
13538,-0.7752539885114088,4,-1.3550318981647016,-1.5845830964261771,4,7,3,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
6747,-1.2883510866620829,4,-0.1241953106382342,-0.03127721644841584,4,8,3,4,1,-0.14571521360410045,-0.2179980768942208,-1.3290634665997567,39,<=50K
32357,-0.2621568903607347,4,-0.9521938182876578,-0.03127721644841584,0,1,4,4,0,-0.14571521360410045,-0.2179980768942208,1.18494556272099,39,<=50K
10620,-0.11555771946054208,4,1.6138973894063793,-1.5845830964261771,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
10957,0.397539378690132,4,-0.15365434787771512,1.133702193534905,2,10,0,4,1,-0.14571521360410045,-0.2179980768942208,-3.032101841300908,39,<=50K
4487,-1.3616506721121793,4,-1.585021452767901,-0.03127721644841584,4,8,3,4,1,-0.14571521360410045,-0.2179980768942208,-2.3022282521432715,2,<=50K
9262,-0.8485535739615051,4,-1.5200120096210334,-0.4196036864428561,5,6,4,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,24,<=50K
31274,0.7640373059406136,4,3.365579258242108,-0.4196036864428561,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,0.13068371171551546,39,>50K
20549,-0.2621568903607347,4,-1.030868453547549,1.133702193534905,2,5,0,4,1,-0.14571521360410045,-0.2179980768942208,1.9959162173405856,41,>50K
12189,0.031041451439650522,4,-0.7280010419799693,1.133702193534905,2,12,0,4,1,-0.14571521360410045,-0.2179980768942208,1.18494556272099,39,<=50K
11911,0.2509402077899394,4,-0.7087386327914442,1.133702193534905,0,10,4,4,0,-0.14571521360410045,-0.2179980768942208,-2.058937055757393,39,<=50K
711,-0.18885730491063837,4,-1.1353815153410365,-0.03127721644841584,0,1,4,2,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
724,0.2509402077899394,4,-0.26246272735902376,1.133702193534905,2,4,0,4,1,0.8635976465465302,-0.2179980768942208,0.37397490810139417,39,>50K
25887,-0.5553552321611199,4,-0.22626612321541636,-0.4196036864428561,0,8,4,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
31560,0.10434103688974683,4,-1.5027737213783179,-0.4196036864428561,3,1,4,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
12426,-1.4349502575622755,4,0.546786528524756,-0.8079301564372964,3,8,3,3,0,-0.14571521360410045,-0.2179980768942208,-1.6534517284475951,39,<=50K
3434,1.0572356477409988,4,-0.8579534078670344,-0.4196036864428561,0,8,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.19370455013232282,39,<=50K
15002,0.9839360622909025,4,-1.294887947619968,0.35704925354602446,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
4462,-0.7752539885114088,4,1.1390272120211853,-0.03127721644841584,2,12,0,3,1,-0.14571521360410045,-0.2179980768942208,1.5904308900307877,0,<=50K
20731,-0.4820556467110236,4,1.2127508284417958,1.133702193534905,4,4,3,4,0,1.3092000082079895,-0.2179980768942208,-0.03151041920840369,39,>50K
921,-0.9951527448616977,4,-0.8705067588971487,-0.03127721644841584,4,14,4,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
1394,0.3242397932400357,4,0.46115575931025193,-1.5845830964261771,4,7,1,2,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
4328,-0.6286548176112162,4,0.05693025380838082,-0.4196036864428561,4,6,3,4,1,-0.14571521360410045,-0.2179980768942208,-1.0857722702138781,39,<=50K
5059,0.2509402077899394,4,-0.1104731010337792,-0.03127721644841584,0,1,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.8424810738279994,39,<=50K
31921,-0.9951527448616977,4,-0.9408568404080769,1.133702193534905,2,1,5,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
7073,1.2771344040912875,4,-0.2739422489671828,-0.4196036864428561,2,14,0,4,1,-0.14571521360410045,-0.2179980768942208,0.2928778426394346,39,>50K
28713,-1.3616506721121793,4,2.1491205814715553,-0.03127721644841584,4,6,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.8424810738279994,39,<=50K
32132,0.031041451439650522,4,-0.9799043191232469,-0.03127721644841584,4,3,1,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,<=50K
7586,-1.5082498430123719,4,-0.7044433151036231,-1.1962566264317367,4,1,3,2,1,-0.14571521360410045,-0.2179980768942208,-1.6534517284475951,39,<=50K
16922,0.031041451439650522,4,-0.5759639010785321,1.133702193534905,2,13,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,>50K
580,1.9368306731421543,0,0.0567687042493256,-0.03127721644841584,2,0,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.8424810738279994,39,>50K
9924,0.9106364768408062,4,0.0972701289959926,-1.9729095664206173,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,>50K
22598,0.17764062233984312,4,-1.520439640806768,-0.03127721644841584,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,1.5904308900307877,39,<=50K
20069,-0.9218531594116014,2,0.1611867368904277,1.133702193534905,4,11,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
17307,-0.11555771946054208,4,0.46955633638112326,-0.4196036864428561,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
22123,-0.6286548176112162,4,0.35528378063765287,1.133702193534905,2,12,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
10144,0.9106364768408062,5,-0.20874274751554447,1.133702193534905,2,4,0,4,1,1.9321028750370441,-0.2179980768942208,-0.03151041920840369,39,>50K
15725,-1.1417519157618903,4,-1.3092563554606438,-0.4196036864428561,4,14,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.19370455013232282,39,<=50K
22628,-0.04225813401044578,4,-0.7756201502403045,1.133702193534905,4,4,1,4,1,0.15882122350903857,-0.2179980768942208,0.37397490810139417,39,<=50K
23698,-1.1417519157618903,4,0.41539922243667105,1.133702193534905,4,4,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
18463,2.5965269421930213,4,-0.009979772386195065,1.9103551335237856,2,10,0,4,1,13.684139089246393,-0.2179980768942208,0.779460235411192,39,>50K
21285,0.8373368913907099,4,-0.41289387558514734,-1.9729095664206173,2,7,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
3672,0.3242397932400357,4,-0.8337304769239903,1.5220286635293454,2,10,0,3,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,<=50K
9812,0.397539378690132,2,-1.0118056055790332,1.5220286635293454,2,10,5,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
21338,-0.2621568903607347,2,0.2025434240085635,-0.03127721644841584,2,11,0,4,1,-0.14571521360410045,-0.2179980768942208,1.6715279554927474,39,>50K
29661,-0.11555771946054208,4,-0.1127442977757908,-0.03127721644841584,2,13,5,4,0,0.5475823155730867,-0.2179980768942208,-0.03151041920840369,39,<=50K
20053,-0.2621568903607347,4,-0.43178567107936927,0.7453757235404648,0,4,1,4,0,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,<=50K
18307,-0.4087560612609273,4,2.1869611899514303,-2.749562506409498,0,6,4,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,26,<=50K
4222,0.17764062233984312,4,-0.6110201553935144,-0.03127721644841584,0,3,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
8736,0.5441385495903246,4,-0.1457099107382938,-0.03127721644841584,2,7,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
30291,-1.4349502575622755,4,1.5748023961150166,-0.4196036864428561,4,8,3,2,1,-0.14571521360410045,-0.2179980768942208,-1.2479664011377973,39,<=50K
30342,0.47083896414022836,4,0.644771087549365,1.133702193534905,2,4,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
22747,-0.4087560612609273,4,1.989234032583082,-0.4196036864428561,0,14,4,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
1258,0.3242397932400357,1,1.707757683217461,1.133702193534905,2,10,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
6515,1.6436323313417691,5,-0.5225765232684019,-0.03127721644841584,2,12,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
24429,1.7169319167918655,0,0.08969630555087445,-1.1962566264317367,0,0,1,2,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
3633,2.7431261130932136,4,1.201413850562215,-2.3612360364150575,6,11,1,4,0,-0.14571521360410045,-0.2179980768942208,-2.3022282521432715,39,<=50K
5063,0.397539378690132,4,-0.7478051173370913,-0.03127721644841584,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
19473,-0.18885730491063837,4,-0.719372394943373,1.133702193534905,2,4,0,4,1,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,<=50K
21240,0.5441385495903246,4,0.12646308460879435,1.9103551335237856,2,10,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
17720,-0.9951527448616977,4,-0.036274338851241435,1.5220286635293454,4,10,3,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
8465,-0.04225813401044578,7,-0.383007207159932,-0.4196036864428561,4,8,4,2,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
15628,-0.7019544030613125,4,0.7775268134318001,-1.5845830964261771,4,3,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,26,<=50K
23403,0.031041451439650522,4,-0.034487790786395495,1.9103551335237856,2,4,0,4,1,-0.14571521360410045,-0.2179980768942208,1.18494556272099,39,>50K
5900,-0.7019544030613125,4,-1.4388000959924516,-0.4196036864428561,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,<=50K
7562,1.6436323313417691,4,0.11824306292745533,-0.4196036864428561,4,1,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
19013,-0.4087560612609273,4,1.8059227976316024,-0.4196036864428561,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
16333,0.8373368913907099,4,0.28755650373256236,1.5220286635293454,2,10,5,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
21805,1.7902315022419617,0,-0.41397720792234116,1.133702193534905,2,0,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
9786,-0.6286548176112162,4,-1.2843302087899475,1.133702193534905,2,1,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
19297,-0.4087560612609273,4,0.6573434444099564,-0.4196036864428561,0,4,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
31475,1.863531087692058,5,0.7865735887388923,-0.4196036864428561,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
20367,-0.4820556467110236,4,1.2168465849096075,1.133702193534905,2,4,0,4,1,0.41633568577273744,-0.2179980768942208,0.779460235411192,39,<=50K
3171,0.3242397932400357,6,0.07922409295800091,1.5220286635293454,2,12,0,4,1,-0.14571521360410045,-0.2179980768942208,1.5904308900307877,39,<=50K
28815,1.2038348186411914,2,-1.3466028123481146,-0.8079301564372964,6,1,1,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
23909,-1.2150515012119867,4,-0.7222137665996972,-1.1962566264317367,4,8,3,4,0,-0.14571521360410045,-0.2179980768942208,-0.8424810738279994,39,<=50K
12827,1.0572356477409988,4,-1.5158592356617906,0.7453757235404648,2,4,0,4,1,1.9321028750370441,-0.2179980768942208,-0.03151041920840369,39,>50K
15736,-0.4087560612609273,1,4.049513570875232,1.5220286635293454,2,14,0,2,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,27,<=50K
24193,-0.4820556467110236,4,0.09176794107287665,1.133702193534905,2,10,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
18409,2.2300290149425397,0,0.6184004977624104,1.133702193534905,2,0,0,4,1,1.3209555019203496,-0.2179980768942208,-2.4644223830671907,39,>50K
21971,-0.4820556467110236,4,1.2112398649188676,1.5220286635293454,4,10,1,4,0,-0.14571521360410045,3.721330913977526,-0.03151041920840369,39,<=50K
18388,-0.18885730491063837,4,-0.03945781545615308,-0.4196036864428561,4,8,4,4,0,-0.14571521360410045,-0.2179980768942208,-0.8424810738279994,39,<=50K
5846,-0.4087560612609273,4,-0.7484608184885507,-0.4196036864428561,4,8,2,0,0,-0.14571521360410045,-0.2179980768942208,-0.35589868105624195,39,<=50K
12740,-0.7019544030613125,7,-0.5313382111183378,-0.03127721644841584,4,8,3,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
837,0.17764062233984312,4,-0.08730499368221324,1.133702193534905,0,10,1,4,0,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,>50K
31611,-0.6286548176112162,2,-1.3797584836153887,1.133702193534905,2,10,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
15759,0.2509402077899394,4,1.2603319250411769,0.35704925354602446,2,7,0,4,1,0.18717270834473043,-0.2179980768942208,-0.03151041920840369,39,<=50K
19279,-0.4820556467110236,4,0.009738776733780076,-0.03127721644841584,0,7,4,0,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
3887,-0.5553552321611199,0,-1.55093449580725,1.133702193534905,2,0,5,4,0,-0.14571521360410045,-0.2179980768942208,-1.2479664011377973,39,>50K
22597,-1.1417519157618903,4,-1.4812686241934967,-0.03127721644841584,5,12,4,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
27329,-0.7019544030613125,4,-0.2585570291959829,1.5220286635293454,2,10,5,1,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,17,>50K
22229,-1.5082498430123719,4,-1.4153373982684907,-1.1962566264317367,4,6,3,4,1,-0.14571521360410045,-0.2179980768942208,-2.058937055757393,39,<=50K
15570,0.2509402077899394,4,0.05697776838457353,-0.4196036864428561,5,3,4,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
30654,-0.9218531594116014,4,1.0883101533930852,-0.4196036864428561,2,7,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
142,-1.4349502575622755,4,1.2079043416701394,-0.03127721644841584,4,8,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.8424810738279994,26,<=50K
6282,0.031041451439650522,4,-1.1853193349195759,-0.03127721644841584,2,14,0,4,1,-0.14571521360410045,-0.2179980768942208,0.21178077717747504,39,<=50K
26757,-0.2621568903607347,6,1.5110758465253524,-1.1962566264317367,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.35589868105624195,39,<=50K
1694,0.397539378690132,4,-0.36353573383615895,-0.03127721644841584,2,12,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,<=50K
21270,-0.11555771946054208,4,-0.2740562839500453,-0.03127721644841584,2,12,0,4,1,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,<=50K
16856,2.376628185842732,4,0.06510276091352714,-2.3612360364150575,6,4,1,4,1,0.6974994353871842,-0.2179980768942208,-0.03151041920840369,39,>50K
8829,0.5441385495903246,6,1.4553507515665407,-0.4196036864428561,2,12,0,2,1,-0.14571521360410045,-0.2179980768942208,1.5904308900307877,39,>50K
6544,1.6436323313417691,4,-0.5396437590368237,-1.9729095664206173,4,7,4,2,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
4005,-0.5553552321611199,4,0.16574813620492795,-0.03127721644841584,2,3,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
28422,0.031041451439650522,4,-0.7319922663801571,-0.4196036864428561,0,8,1,3,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,6,<=50K
29349,-0.8485535739615051,6,1.5919646610358238,-0.4196036864428561,4,12,1,2,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
31452,1.2038348186411914,2,-0.43533025846334555,1.5220286635293454,2,10,5,4,0,0.28342945686005505,-0.2179980768942208,0.37397490810139417,39,>50K
27688,-1.5082498430123719,4,-0.4831489279436901,-1.1962566264317367,4,12,3,2,0,-0.14571521360410045,-0.2179980768942208,-2.4644223830671907,39,<=50K
30810,-0.7752539885114088,4,-0.5555516391461434,-0.4196036864428561,4,8,1,4,1,-0.14571521360410045,-0.2179980768942208,1.5904308900307877,39,<=50K
25485,-1.3616506721121793,4,0.36956666224118184,-0.4196036864428561,4,8,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
13048,-0.7752539885114088,4,-0.6973921519966247,1.133702193534905,4,4,1,4,0,-0.14571521360410045,-0.2179980768942208,1.5904308900307877,39,<=50K
2237,-0.11555771946054208,7,-0.27897879404361015,1.133702193534905,2,10,0,4,1,-0.14571521360410045,-0.2179980768942208,1.18494556272099,39,>50K
14460,-1.068452330311794,4,0.19027516043560547,1.133702193534905,4,12,3,4,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
8146,-1.1417519157618903,4,0.3151719754157661,-0.4196036864428561,2,7,3,4,0,0.14540613068434535,-0.2179980768942208,-0.03151041920840369,39,<=50K
20678,-1.5082498430123719,4,0.5268399094390559,-0.03127721644841584,4,8,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
23434,-0.4820556467110236,4,0.5886278643200574,0.7453757235404648,4,10,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,0,<=50K
20518,1.4970331604415765,4,-1.5012437520249124,-1.5845830964261771,2,14,0,4,1,-0.14571521360410045,-0.2179980768942208,0.37397490810139417,39,>50K
25796,0.5441385495903246,4,2.5306531253837874,2.298681603518226,2,10,0,4,1,-0.14571521360410045,5.765322371505318,1.18494556272099,39,>50K
30493,-0.4087560612609273,4,-0.8508072156076506,-0.03127721644841584,4,7,1,2,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
31326,0.10434103688974683,4,-0.9691850307341713,-0.4196036864428561,2,3,5,4,0,-0.14571521360410045,3.8154783992939576,0.37397490810139417,39,<=50K
12264,-1.4349502575622755,4,1.1188430200545216,-0.03127721644841584,4,8,3,4,0,-0.14571521360410045,-0.2179980768942208,-1.9778399902954333,39,<=50K
8423,-0.4820556467110236,4,1.0746449612800615,-0.4196036864428561,2,4,5,4,0,-0.14571521360410045,-0.2179980768942208,0.6172661044872729,39,<=50K
5721,0.10434103688974683,4,-1.075104523982963,-0.4196036864428561,0,3,4,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
15518,-1.3616506721121793,4,0.3699182701050079,-1.1962566264317367,2,8,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
10455,1.9368306731421543,4,-0.3381914588949668,1.9103551335237856,2,10,0,4,1,2.62733660317862,-0.2179980768942208,1.5904308900307877,39,>50K
19742,0.10434103688974683,4,0.41395477932041264,-2.3612360364150575,5,8,1,4,0,-0.14571521360410045,-0.2179980768942208,-1.2479664011377973,39,<=50K
26064,-0.335456475810831,6,-0.6244097629646205,1.133702193534905,2,12,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.8424810738279994,39,<=50K
29131,1.4237335749914803,4,1.238636769551585,2.298681603518226,2,10,0,4,1,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,>50K
22904,-0.18885730491063837,4,0.21546738873298094,-0.4196036864428561,4,3,3,2,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
22910,-1.4349502575622755,0,0.10482494661063368,-0.8079301564372964,2,0,2,4,0,1.9321028750370441,-0.2179980768942208,-0.03151041920840369,39,>50K
12680,0.3242397932400357,4,-0.5001686491359192,-0.03127721644841584,2,4,0,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,>50K
12660,-1.2150515012119867,4,2.4817891352272032,0.7453757235404648,4,1,1,2,0,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
8406,1.9368306731421543,2,-0.608102760415282,-0.03127721644841584,0,1,1,4,0,-0.14571521360410045,-0.2179980768942208,-1.0046752047519185,39,<=50K
8608,-1.5082498430123719,4,-0.44671475091911916,-1.5845830964261771,4,6,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
22611,-0.04225813401044578,4,-0.7436998579540411,1.9103551335237856,4,10,1,4,0,-0.14571521360410045,-0.2179980768942208,0.779460235411192,39,>50K
11617,-0.11555771946054208,5,-0.5994836162939241,0.35704925354602446,2,12,0,4,1,-0.14571521360410045,-0.2179980768942208,1.5904308900307877,39,>50K
31087,-0.6286548176112162,4,-1.1647930380043248,-0.4196036864428561,4,6,3,0,0,-0.14571521360410045,-0.2179980768942208,-2.62661651399111,39,<=50K
9167,-0.4820556467110236,6,-0.874612018280199,0.35704925354602446,4,3,1,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,39,<=50K
14723,-0.7752539885114088,4,-1.1377382383201948,-2.3612360364150575,4,1,3,4,1,-0.14571521360410045,-0.2179980768942208,-0.03151041920840369,32,<=50K
